loanamount,termdays,referred,good_bad_flag,age_as_at_2017,bank_account_type,bank_name_clients,employment_status_clients,loannumber_trainprevloans,loanamount_trainprevloans,totaldue_trainprevloans,termdays_trainprevloans,closeddate_days,record_time,behind
,60,Yes,Good,Young_adults,Other,Zenith Bank,Self-Employed,6.0,40000.0,47600.0,60,58,Yes,0
Small,30,Yes,Good,Adults,Savings,First Bank,Undisclosed,1.0,10000.0,13000.0,30,31,No,1
Medium,15,Yes,Good,Young_adults,Savings,GT Bank,Permanent,4.0,20000.0,24500.0,30,23,Yes,0
Small,15,Yes,Good,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,11500.0,15,7,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Stanbic IBTC,Permanent,1.0,10000.0,13000.0,30,23,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,21,Yes,0
Medium,30,Yes,Bad,Young_adults,Savings,GT Bank,Undisclosed,3.0,10000.0,11500.0,15,12,Yes,0
Small,15,Yes,Good,Young_adults,Savings,EcoBank,Permanent,3.0,10000.0,11500.0,15,38,No,23
Large,30,Yes,Good,Young_adults,Other,GT Bank,Permanent,4.0,20000.0,22250.0,15,15,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Access Bank,Permanent,2.0,10000.0,13000.0,30,30,Yes,0
Small,15,Yes,Good,Young_adults,Savings,Sterling Bank,Permanent,1.0,10000.0,11500.0,15,6,Yes,0
Large,30,Yes,Good,Young_adults,Savings,Access Bank,Permanent,3.0,10000.0,11500.0,15,7,Yes,0
Large,30,Yes,Good,Young_adults,Savings,UBA,Undisclosed,5.0,10000.0,11125.0,15,17,No,2
Large,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,4.0,20000.0,23800.0,30,30,Yes,0
Small,15,Yes,Good,Young_adults,Other,GT Bank,Permanent,1.0,10000.0,11500.0,15,7,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,UBA,Permanent,1.0,10000.0,13000.0,30,31,No,1
Large,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,2.0,10000.0,11500.0,15,8,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,EcoBank,Permanent,2.0,10000.0,13000.0,30,28,Yes,0
,30,Yes,Good,Adults,Other,GT Bank,Self-Employed,8.0,30000.0,34400.0,30,27,Yes,0
Small,30,Yes,Good,Young_adults,Savings,UBA,Permanent,2.0,10000.0,13000.0,30,29,Yes,0
Large,30,Yes,Good,Young_adults,Savings,Skye Bank,Undisclosed,2.0,10000.0,11500.0,15,2,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Heritage Bank,Permanent,2.0,10000.0,11500.0,15,20,No,5
Large,60,Yes,Good,Adults,Savings,Access Bank,Self-Employed,4.0,20000.0,24500.0,30,41,No,11
Large,30,Yes,Good,Adults,Other,Access Bank,Self-Employed,1.0,10000.0,13000.0,30,31,No,1
Small,30,Yes,Good,Adults,Other,GT Bank,Permanent,1.0,10000.0,13000.0,30,28,Yes,0
Large,30,Yes,Good,Young_adults,Other,Zenith Bank,Permanent,5.0,20000.0,23800.0,30,25,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Access Bank,Permanent,2.0,10000.0,13000.0,30,29,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Zenith Bank,Permanent,1.0,10000.0,13000.0,30,10,Yes,0
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,9,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,23,Yes,0
Medium,30,Yes,Good,Young_adults,Other,First Bank,Permanent,3.0,10000.0,13000.0,30,30,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Zenith Bank,Permanent,1.0,10000.0,13000.0,30,29,Yes,0
Large,60,Yes,Good,Young_adults,Savings,GT Bank,Student,2.0,10000.0,13000.0,30,29,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,25,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Zenith Bank,Permanent,2.0,10000.0,13000.0,30,30,Yes,0
Small,30,Yes,Good,Adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,32,No,2
Small,30,Yes,Good,Young_adults,Savings,FCMB,Permanent,1.0,10000.0,11500.0,15,12,Yes,0
Large,30,Yes,Good,Adults,Savings,Zenith Bank,Permanent,2.0,10000.0,13000.0,30,27,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,3.0,10000.0,13000.0,30,29,Yes,0
Small,30,Yes,Good,Adults,Savings,First Bank,Undisclosed,1.0,10000.0,11500.0,15,17,No,2
Medium,15,Yes,Good,Young_adults,Savings,GT Bank,Permanent,3.0,10000.0,13000.0,30,20,Yes,0
Medium,30,Yes,Bad,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,28,Yes,0
Small,15,Yes,Good,Young_adults,Other,GT Bank,Self-Employed,5.0,10000.0,11500.0,15,20,No,5
Large,60,Yes,Good,Young_adults,Other,GT Bank,Permanent,6.0,20000.0,23800.0,30,29,Yes,0
Small,15,Yes,Good,Young_adults,Savings,Skye Bank,Permanent,1.0,10000.0,13000.0,30,33,No,3
Small,15,Yes,Good,Young_adults,Savings,First Bank,Self-Employed,1.0,10000.0,13000.0,30,29,Yes,0
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,14,Yes,0
Large,30,Yes,Good,Young_adults,Savings,First Bank,Permanent,1.0,10000.0,13000.0,30,29,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Stanbic IBTC,Permanent,1.0,10000.0,11500.0,15,14,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,7,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,25,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,30,Yes,0
Small,30,Yes,Good,Young_adults,Savings,First Bank,Permanent,1.0,10000.0,13000.0,30,33,No,3
Small,30,Yes,Good,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,11500.0,15,13,Yes,0
Large,30,Yes,Good,Young_adults,Other,GT Bank,Permanent,7.0,20000.0,23800.0,30,32,No,2
Small,30,Yes,Bad,Young_adults,Savings,Zenith Bank,Permanent,2.0,10000.0,13000.0,30,27,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Diamond Bank,Permanent,1.0,10000.0,11500.0,15,11,Yes,0
Large,30,Yes,Good,Young_adults,Savings,GT Bank,Student,3.0,10000.0,12900.0,30,4,Yes,0
Small,15,Yes,Good,Adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,15,Yes,0
Small,30,Yes,Good,Young_adults,Other,GT Bank,Student,1.0,10000.0,13000.0,30,42,No,12
Large,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,4.0,30000.0,34400.0,30,31,No,1
Small,15,Yes,Good,Adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,30,Yes,0
Small,15,Yes,Good,Young_adults,Savings,UBA,Permanent,1.0,10000.0,13000.0,30,24,Yes,0
Small,30,Yes,Good,Adults,Savings,Zenith Bank,Permanent,1.0,10000.0,13000.0,30,9,Yes,0
Small,30,Yes,Good,Young_adults,Other,UBA,Permanent,3.0,10000.0,13000.0,30,23,Yes,0
Large,30,Yes,Good,Young_adults,Other,GT Bank,Permanent,5.0,30000.0,34400.0,30,39,No,9
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,10,Yes,0
Small,15,Yes,Good,Young_adults,Savings,Diamond Bank,Permanent,2.0,10000.0,11500.0,15,14,Yes,0
Large,60,Yes,Good,Young_adults,Other,Access Bank,Permanent,4.0,20000.0,24500.0,30,27,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,2.0,10000.0,13000.0,30,28,Yes,0
Small,30,Yes,Good,Young_adults,Savings,EcoBank,Permanent,2.0,10000.0,13000.0,30,41,No,11
Medium,30,Yes,Bad,Young_adults,Other,GT Bank,Permanent,5.0,20000.0,23800.0,30,31,No,1
Small,30,Yes,Good,Young_adults,Savings,First Bank,Permanent,2.0,10000.0,11500.0,15,8,Yes,0
Medium,30,Yes,Bad,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,20,Yes,0
Small,15,Yes,Good,Young_adults,Other,Zenith Bank,Permanent,1.0,10000.0,13000.0,30,33,No,3
Medium,30,Yes,Good,Young_adults,Savings,Zenith Bank,Permanent,1.0,10000.0,13000.0,30,28,Yes,0
Large,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,13,Yes,0
Small,15,Yes,Bad,Young_adults,Savings,UBA,Permanent,1.0,10000.0,11500.0,15,16,No,1
Small,15,Yes,Good,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,11500.0,15,5,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,Access Bank,Undisclosed,2.0,10000.0,11500.0,15,14,Yes,0
Small,15,Yes,Bad,Young_adults,Savings,GT Bank,Undisclosed,2.0,10000.0,11500.0,15,16,No,1
Large,30,Yes,Good,Young_adults,Other,First Bank,Permanent,4.0,20000.0,24500.0,30,22,Yes,0
Medium,30,Yes,Bad,Young_adults,Other,UBA,Permanent,7.0,20000.0,23800.0,30,34,No,4
Small,30,Yes,Good,Young_adults,Savings,Access Bank,Self-Employed,1.0,10000.0,13000.0,30,44,No,14
Large,60,Yes,Bad,Young_adults,Savings,Zenith Bank,Permanent,13.0,30000.0,36800.0,60,31,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,GT Bank,Undisclosed,1.0,10000.0,13000.0,30,14,Yes,0
Small,15,Yes,Bad,Young_adults,Savings,First Bank,Permanent,2.0,10000.0,11500.0,15,19,No,4
Small,30,Yes,Bad,Young_adults,Savings,FCMB,Undisclosed,1.0,10000.0,11500.0,15,9,Yes,0
Medium,30,Yes,Bad,Young_adults,Savings,GT Bank,Student,4.0,20000.0,23800.0,30,34,No,4
Small,30,Yes,Bad,Young_adults,Savings,FCMB,Permanent,2.0,10000.0,13000.0,30,30,Yes,0
Small,15,Yes,Bad,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,22,No,7
Small,30,Yes,Good,Young_adults,Other,UBA,Permanent,1.0,10000.0,11500.0,15,25,No,10
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Self-Employed,6.0,15000.0,17250.0,30,28,Yes,0
Large,30,Yes,Good,Adults,Savings,EcoBank,Permanent,2.0,10000.0,13000.0,30,29,Yes,0
Large,60,Yes,Good,Young_adults,Other,FCMB,Permanent,1.0,10000.0,11500.0,15,35,No,20
Small,30,Yes,Good,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,13000.0,30,10,Yes,0
Medium,30,Yes,Bad,Young_adults,Savings,First Bank,Permanent,8.0,20000.0,24500.0,30,30,Yes,0
Medium,30,Yes,Good,Young_adults,Current,Stanbic IBTC,Permanent,1.0,10000.0,11500.0,15,5,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Sterling Bank,Permanent,2.0,10000.0,11500.0,15,15,Yes,0
Small,15,Yes,Good,Young_adults,Savings,First Bank,Permanent,2.0,10000.0,13000.0,30,30,Yes,0
Small,30,Yes,Good,Young_adults,Savings,UBA,Undisclosed,1.0,10000.0,13000.0,30,26,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Diamond Bank,Permanent,1.0,10000.0,13000.0,30,9,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,Zenith Bank,Undisclosed,1.0,10000.0,13000.0,30,43,No,13
Small,15,Yes,Bad,Young_adults,Savings,GT Bank,Permanent,2.0,10000.0,11500.0,15,20,No,5
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Undisclosed,5.0,20000.0,23800.0,30,37,No,7
Medium,15,Yes,Good,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,11500.0,15,15,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,Access Bank,Undisclosed,1.0,10000.0,13000.0,30,41,No,11
Small,30,Yes,Good,Young_adults,Savings,Diamond Bank,Permanent,1.0,10000.0,13000.0,30,16,Yes,0
Large,60,Yes,Bad,Young_adults,Savings,Zenith Bank,Permanent,7.0,40000.0,44000.0,30,27,Yes,0
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Permanent,10.0,10000.0,10500.0,15,12,Yes,0
Medium,30,Yes,Bad,Young_adults,Savings,GT Bank,Undisclosed,4.0,10000.0,11125.0,15,16,No,1
Medium,30,Yes,Good,Young_adults,Other,Zenith Bank,Permanent,4.0,10000.0,13000.0,30,17,Yes,0
Small,30,Yes,Good,Young_adults,Savings,FCMB,Permanent,1.0,10000.0,13000.0,30,30,Yes,0
Large,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,5.0,20000.0,22250.0,15,3,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,UBA,Undisclosed,4.0,20000.0,24500.0,30,28,Yes,0
Large,60,Yes,Bad,Young_adults,Other,GT Bank,Self-Employed,4.0,30000.0,36800.0,60,61,No,1
Medium,30,Yes,Good,Adults,Savings,Fidelity Bank,Undisclosed,3.0,10000.0,11500.0,15,11,Yes,0
Small,30,Yes,Good,Adults,Savings,First Bank,Permanent,2.0,10000.0,13000.0,30,25,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,First Bank,Permanent,3.0,10000.0,13000.0,30,21,Yes,0
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Undisclosed,2.0,10000.0,11500.0,15,16,No,1
Small,15,Yes,Good,Young_adults,Savings,Access Bank,Unemployed,1.0,10000.0,13000.0,30,22,Yes,0
Large,30,Yes,Good,Young_adults,Other,Access Bank,Permanent,7.0,15000.0,16687.5,15,3,Yes,0
Small,30,Yes,Good,Adults,Savings,GT Bank,Undisclosed,1.0,10000.0,11500.0,15,4,Yes,0
Small,15,Yes,Good,Young_adults,Savings,First Bank,Permanent,3.0,10000.0,11500.0,15,26,No,11
Small,30,Yes,Good,Young_adults,Savings,Fidelity Bank,Permanent,1.0,10000.0,11500.0,15,2,Yes,0
Small,15,Yes,Good,Adults,Savings,Stanbic IBTC,Undisclosed,1.0,10000.0,11500.0,15,15,Yes,0
Small,15,Yes,Bad,Young_adults,Other,GT Bank,Self-Employed,1.0,10000.0,11500.0,15,15,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,UBA,Permanent,1.0,10000.0,11500.0,15,22,No,7
Small,30,Yes,Bad,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,13000.0,30,34,No,4
Small,30,Yes,Bad,Young_adults,Savings,First Bank,Permanent,1.0,10000.0,13000.0,30,32,No,2
Large,30,Yes,Good,Young_adults,Other,GT Bank,Permanent,3.0,20000.0,22250.0,15,13,Yes,0
,30,Yes,Good,Young_adults,Other,GT Bank,Self-Employed,8.0,30000.0,32250.0,15,14,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,Stanbic IBTC,Permanent,4.0,30000.0,34500.0,30,42,No,12
Small,15,Yes,Good,Young_adults,Savings,Diamond Bank,Permanent,4.0,15000.0,16600.0,15,17,No,2
Small,30,Yes,Good,Adults,Savings,Diamond Bank,Permanent,1.0,10000.0,11500.0,15,11,Yes,0
Large,30,Yes,Good,Adults,Other,GT Bank,Permanent,4.0,30000.0,34500.0,30,32,No,2
Medium,30,Yes,Good,Adults,Other,GT Bank,Self-Employed,5.0,10000.0,13000.0,30,34,No,4
Small,15,Yes,Good,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,11500.0,15,7,Yes,0
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,12,Yes,0
Small,30,Yes,Good,Young_adults,Savings,First Bank,Permanent,1.0,10000.0,13000.0,30,28,Yes,0
Large,30,Yes,Good,Adults,Other,Access Bank,Permanent,3.0,10000.0,13000.0,30,29,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,2.0,10000.0,11500.0,15,14,Yes,0
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,26,Yes,0
Small,30,Yes,Good,Young_adults,Other,First Bank,Undisclosed,1.0,10000.0,13000.0,30,44,No,14
Small,30,Yes,Good,Adults,Savings,GT Bank,Undisclosed,1.0,10000.0,13000.0,30,25,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,2.0,10000.0,11500.0,15,17,No,2
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,30,Yes,0
Large,30,Yes,Good,Young_adults,Savings,Zenith Bank,Permanent,4.0,20000.0,24500.0,30,23,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Diamond Bank,Permanent,4.0,10000.0,13000.0,30,31,No,1
Small,15,Yes,Good,Young_adults,Savings,First Bank,Permanent,1.0,10000.0,11500.0,15,17,No,2
Large,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,9.0,30000.0,34500.0,30,28,Yes,0
Large,60,Yes,Good,Young_adults,Savings,UBA,Permanent,2.0,10000.0,11500.0,15,1,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,Access Bank,Undisclosed,4.0,20000.0,23800.0,30,28,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,13000.0,30,25,Yes,0
Large,30,Yes,Bad,Young_adults,Savings,First Bank,Permanent,1.0,10000.0,11500.0,15,11,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,Sterling Bank,Permanent,2.0,10000.0,13000.0,30,31,No,1
Large,30,Yes,Bad,Young_adults,Other,UBA,Student,4.0,20000.0,22250.0,15,13,Yes,0
Small,15,Yes,Bad,Young_adults,Savings,First Bank,Permanent,3.0,10000.0,11500.0,15,43,No,28
Small,30,Yes,Bad,Adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,16,Yes,0
Small,15,Yes,Bad,Young_adults,Savings,Access Bank,Permanent,2.0,10000.0,13000.0,30,38,No,8
Small,15,Yes,Bad,Young_adults,Savings,Skye Bank,Undisclosed,1.0,10000.0,11500.0,15,5,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,UBA,Student,1.0,10000.0,11500.0,15,15,Yes,0
Small,15,Yes,Good,Young_adults,Other,Diamond Bank,Permanent,1.0,10000.0,13000.0,30,25,Yes,0
Small,15,Yes,Bad,Young_adults,Savings,UBA,Permanent,1.0,10000.0,11500.0,15,16,No,1
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,9.0,30000.0,39000.0,60,61,No,1
Large,60,Yes,Good,Young_adults,Savings,EcoBank,Student,2.0,10000.0,13000.0,30,18,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,First Bank,Undisclosed,1.0,10000.0,13000.0,30,31,No,1
Small,15,Yes,Good,Adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,13,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,First Bank,Permanent,2.0,10000.0,13000.0,30,24,Yes,0
Small,30,Yes,Good,Young_adults,Savings,First Bank,Permanent,1.0,10000.0,13000.0,30,27,Yes,0
Small,30,Yes,Good,Young_adults,Savings,EcoBank,Undisclosed,2.0,10000.0,13000.0,30,30,Yes,0
Small,15,Yes,Bad,Young_adults,Savings,Access Bank,Permanent,4.0,10000.0,11500.0,15,25,No,10
Large,30,Yes,Good,Adults,Savings,GT Bank,Self-Employed,8.0,20000.0,21500.0,30,17,Yes,0
Small,15,Yes,Good,Young_adults,Savings,Access Bank,Student,1.0,10000.0,11500.0,15,12,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,8,Yes,0
Medium,30,Yes,Bad,Young_adults,Other,Fidelity Bank,Student,3.0,10000.0,13000.0,30,40,No,10
Medium,15,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,20,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,13000.0,30,25,Yes,0
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,33,No,18
Large,30,Yes,Good,Young_adults,Other,GT Bank,Permanent,2.0,10000.0,11500.0,15,15,Yes,0
Small,30,Yes,Good,Adults,Current,Stanbic IBTC,Permanent,1.0,10000.0,13000.0,30,14,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,11500.0,15,15,Yes,0
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Self-Employed,1.0,10000.0,13000.0,30,15,Yes,0
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,24,Yes,0
Large,30,Yes,Good,Adults,Other,GT Bank,Permanent,4.0,20000.0,23800.0,30,31,No,1
Small,15,Yes,Bad,Young_adults,Savings,GT Bank,Undisclosed,3.0,10000.0,11500.0,15,22,No,7
Small,15,Yes,Good,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,13000.0,30,18,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,23,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,2.0,10000.0,13000.0,30,30,Yes,0
Large,60,Yes,Good,Young_adults,Savings,GT Bank,Permanent,5.0,20000.0,24500.0,30,31,No,1
Large,30,Yes,Good,Young_adults,Other,Zenith Bank,Permanent,9.0,40000.0,44000.0,30,29,Yes,0
Medium,15,Yes,Bad,Young_adults,Savings,EcoBank,Undisclosed,7.0,10000.0,13000.0,30,26,Yes,0
Large,30,Yes,Good,Young_adults,Savings,Access Bank,Permanent,5.0,20000.0,21900.0,15,12,Yes,0
Small,30,Yes,Good,Adults,Savings,EcoBank,Permanent,1.0,10000.0,13000.0,30,28,Yes,0
Large,60,Yes,Good,Adults,Other,Zenith Bank,Permanent,7.0,20000.0,23800.0,30,26,Yes,0
Large,60,Yes,Good,Young_adults,Savings,Zenith Bank,Student,2.0,10000.0,13000.0,30,22,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,UBA,Permanent,5.0,10000.0,13000.0,30,33,No,3
Large,30,Yes,Good,Young_adults,Savings,Skye Bank,Permanent,2.0,10000.0,11500.0,15,14,Yes,0
Large,60,Yes,Bad,Young_adults,Savings,Skye Bank,Permanent,6.0,20000.0,21900.0,15,14,Yes,0
Large,30,Yes,Good,Young_adults,Other,GT Bank,Self-Employed,12.0,30000.0,34400.0,30,44,No,14
Medium,30,Yes,Good,Young_adults,Savings,Stanbic IBTC,Permanent,3.0,10000.0,13000.0,30,24,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Undisclosed,1.0,10000.0,11500.0,15,15,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,First Bank,Permanent,1.0,10000.0,13000.0,30,13,Yes,0
Small,30,Yes,Good,Young_adults,Savings,First Bank,Permanent,1.0,10000.0,13000.0,30,21,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,FCMB,Undisclosed,1.0,10000.0,11500.0,15,13,Yes,0
Small,30,Yes,Good,Adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,22,Yes,0
Small,15,Yes,Good,Young_adults,Savings,EcoBank,Permanent,1.0,10000.0,11500.0,15,17,No,2
Small,30,Yes,Good,Young_adults,Savings,Access Bank,Undisclosed,2.0,10000.0,13000.0,30,31,No,1
Small,30,Yes,Bad,Young_adults,Savings,Skye Bank,Permanent,3.0,10000.0,13000.0,30,35,No,5
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,3.0,10000.0,13000.0,30,30,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Undisclosed,2.0,10000.0,11500.0,15,6,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,Access Bank,Permanent,3.0,10000.0,13000.0,30,29,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,5.0,10000.0,13000.0,30,32,No,2
Small,30,Yes,Good,Young_adults,Savings,Access Bank,Unemployed,1.0,10000.0,13000.0,30,44,No,14
Medium,15,Yes,Good,Young_adults,Savings,GT Bank,Permanent,4.0,15000.0,18375.0,30,30,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,GT Bank,Undisclosed,1.0,10000.0,13000.0,30,12,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Sterling Bank,Permanent,1.0,10000.0,11500.0,15,26,No,11
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,3.0,10000.0,13000.0,30,15,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Zenith Bank,Undisclosed,1.0,10000.0,11500.0,15,17,No,2
Small,30,Yes,Bad,Young_adults,Savings,GT Bank,Undisclosed,1.0,10000.0,13000.0,30,30,Yes,0
Small,30,Yes,Bad,Adults,Savings,Zenith Bank,Permanent,2.0,10000.0,11500.0,15,16,No,1
Small,30,Yes,Bad,Young_adults,Savings,EcoBank,Permanent,1.0,10000.0,13000.0,30,29,Yes,0
Small,15,Yes,Bad,Young_adults,Savings,Diamond Bank,Undisclosed,1.0,10000.0,11500.0,15,29,No,14
Large,30,Yes,Good,Young_adults,Other,GT Bank,Self-Employed,12.0,40000.0,44000.0,30,23,Yes,0
Large,60,Yes,Good,Young_adults,Savings,Wema Bank,Permanent,13.0,40000.0,48000.0,60,56,Yes,0
Large,60,Yes,Good,Young_adults,Other,First Bank,Self-Employed,5.0,20000.0,23600.0,30,27,Yes,0
Medium,30,Yes,Good,Adults,Other,First Bank,Permanent,1.0,10000.0,13000.0,30,27,Yes,0
Small,15,Yes,Good,Adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,10,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Access Bank,Permanent,2.0,10000.0,13000.0,30,34,No,4
Large,30,Yes,Good,Young_adults,Savings,Diamond Bank,Undisclosed,3.0,10000.0,11500.0,15,14,Yes,0
Small,15,Yes,Bad,Young_adults,Savings,FCMB,Permanent,4.0,10000.0,11500.0,15,12,Yes,0
Small,15,Yes,Good,Young_adults,Savings,UBA,Permanent,1.0,10000.0,11500.0,15,12,Yes,0
Small,15,Yes,Good,Adults,Savings,Zenith Bank,Undisclosed,1.0,10000.0,11500.0,15,13,Yes,0
Large,30,Yes,Good,Adults,Savings,Zenith Bank,Undisclosed,7.0,30000.0,34500.0,30,28,Yes,0
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,14,Yes,0
Large,30,Yes,Good,Adults,Savings,Fidelity Bank,Undisclosed,3.0,10000.0,13000.0,30,28,Yes,0
Small,30,Yes,Good,Adults,Current,UBA,Permanent,1.0,10000.0,13000.0,30,23,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Undisclosed,1.0,10000.0,13000.0,30,29,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,28,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,2.0,10000.0,11500.0,15,10,Yes,0
Small,30,Yes,Good,Young_adults,Other,GT Bank,Permanent,4.0,10000.0,13000.0,30,24,Yes,0
Small,15,Yes,Good,Young_adults,Savings,First Bank,Permanent,1.0,10000.0,11500.0,15,10,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Stanbic IBTC,Permanent,7.0,20000.0,23800.0,30,44,No,14
Large,60,Yes,Good,Young_adults,Savings,First Bank,Undisclosed,4.0,15000.0,18375.0,30,27,Yes,0
